sample_id,ambiguous_question,annotation_id,long_answer,knowledge,wikipages,qa_pair_id,sub_question,short_answers
6986614780487265984,Who does corbin bleu play in high school musical?,0,Corbin Bleu starred as Chad Danforth in all three of the High School Musical films.,[NO_KNOWLEDGE_AVAILABLE],Corbin Bleu: https://en.wikipedia.org/wiki/Corbin%20Bleu,0,Who does corbin bleu play in the 2006 high school musical film?,"Chad Danforth, Chad, Danforth"
4173446972612181668,When was the spy who dumped me released?,1,"The Spy Who Dumped Me is a 2018 American black comedy/spy thriller film directed by Susanna Fogel and co-written by Fogel and David Iserson. ""The Spy Who Dumped Me"" premiered at Regency Village Theater in Los Angeles on July 25, 2018. The film was released in the United States on August 3, 2018, by Lionsgate and grossed more than $75 million, while receiving mixed reviews from critics, who questioned the film's intended genre and tone but praised the performances.",[NO_KNOWLEDGE_AVAILABLE],The Spy Who Dumped Me: https://en.wikipedia.org/wiki/The%20Spy%20Who%20Dumped%20Me,2,When was the spy who dumped me released in Los Angeles?,"July 25, 2018"
1677327668044258189,What is the newest generation of the ipad?,0,"The seventh-generation is the current generation of iPad, a tablet computer developed and marketed by Apple Inc. It has the newest generation of iPad Educational and was released in 2019. The iPad that was released in 2020 and the eighth-generation iPad. The newest iPad Air and iPad Pro are the 3rd generation. The 5th generation iPad Mini was released in March 2019.","The iPad 10.2-inch[2] (officially iPad (7th generation)[3]) is a tablet computer developed and marketed by Apple Inc.
Its successor, the eighth-generation iPad, was revealed on September 15, 2020, and it has replaced this iPad.","iPad Pro: https://en.wikipedia.org/wiki/iPad%20Pro
iPad (2019): https://en.wikipedia.org/wiki/iPad%20%282019%29
iPad Mini: https://en.wikipedia.org/wiki/iPad%20Mini
iPad Air 2: https://en.wikipedia.org/wiki/iPad%20Air%202
iPad: https://en.wikipedia.org/wiki/iPad",3,What generation iPad Mini was released in March 2019?,5th
-1468534904392028006,Where is the frying pan river in colorado?,0,"The Frying Pan River is located in west central Colorado, in northeastern Pitkin County, in the White River National Forest in the Sawatch Mountains along the western side of the continental divide, with the coordinates of 39°09′52″N 106°31′40″W. ",[NO_KNOWLEDGE_AVAILABLE],Fryingpan River: https://en.wikipedia.org/wiki/Fryingpan%20River,1,Where in Colorado is the Fryingpan River?,"west central Colorado, in west central Colorado"
7738467492532390415,When did the capital of virginia moved from williamsburg to richmond?,1,"During the American Colonial period, Virginia's first capital was Jamestown, where the first legislative body, the Virginia House of Burgesses, met in 1619. With the decision to relocate the government inland to Williamsburg in 1699, a grand new Capitol building was completed in November 1705. The Capitol at Williamsburg served until the American Revolutionary War began, when Governor Thomas Jefferson urged that the capital be relocated to Richmond. The building was last used as a capitol on December 24, 1779, when the Virginia General Assembly adjourned to reconvene in Richmond, and on May 1, 1780, the legislature met in a makeshift building near Shockoe Bottom.","During the American Colonial period, Virginia's first capital was Jamestown, where the first legislative body, the Virginia House of Burgesses, met in 1619.
With the decision to relocate the government inland to Williamsburg in 1699, a grand new Capitol building was completed in November 1705.
When it convened in Richmond on May 1, 1780, the legislature met in a makeshift building near Shockoe Bottom.","Richmond, Virginia: https://en.wikipedia.org/wiki/Richmond%2C%20Virginia
Virginia State Capitol: https://en.wikipedia.org/wiki/Virginia%20State%20Capitol",1,When was richmond first used as the capital of virginia?,"May 1, 1780"
6750695717303546788,When was the last time the cubs won the world series before 2016?,1,"The last time the Chicago Cubs won the World Series before 2016 was the 1908 World Series, which was held on October 14, 1908.",[NO_KNOWLEDGE_AVAILABLE],"Chicago Cubs: https://en.wikipedia.org/wiki/Chicago%20Cubs
2016 World Series: https://en.wikipedia.org/wiki/2016%20World%20Series",1,What date was the last time the cubs won the world series before 2016?,"October 14, 1908, October 14 1908"
8374920161078411955,Who sings you've got a friend in me in toy story 2?,0,"The song 'You've Got a Friend in Me'' from Toy Story 2 was sung by a number of actors and characters in the movie. During Woody's Roundup, it was performed by Tom Hanks, with acoustic guitar backing; Wheezy's version (not during Woody's Roundup) was sung by Robert Goulet (though the character was voiced by Joe Ranft); and the Spanish version, ""You've Got a Friend in Me (Para el Buzz Español)"", was performed by the Gipsy Kings.","The Woody's Roundup version was performed by Tom Hanks, with acoustic guitar backing; Wheezy's version was sung by Robert Goulet (though the character was voiced by Joe Ranft); and the Spanish version, ""You've Got a Friend in Me (Para el Buzz Español)"", was performed by the Gipsy Kings.","Tom Hanks: https://en.wikipedia.org/wiki/Tom%20Hanks
You've Got a Friend in Me: https://en.wikipedia.org/wiki/You%27ve%20Got%20a%20Friend%20in%20Me
Robert Goulet: https://en.wikipedia.org/wiki/Robert%20Goulet",2,"Which character sings you've got a friend in me in toy story 2, not during Woody's Roundup?",Wheezy
5304602737964517067,Where is the stern of a boat located?,1,"The stern is the back or aft-most part of a ship or boat, technically defined as the area built up over the sternpost, extending upwards from the counter rail to the taffrail. The stern lies opposite the bow, the foremost part of a ship. Originally, the term only referred to the aft port section of the ship, but eventually came to refer to the entire back of a vessel.","Originally, the term only referred to the aft port section of the ship, but eventually came to refer to the entire back of a vessel.",Stern: https://en.wikipedia.org/wiki/Stern,1,Where is the stern of a boat located according to the original definition?,"aft port, aft port section of the ship"
-378422200322909135,Who got eliminated in india's next superstar on 1st april 2018?,1,"India's Next Superstars is an Indian talent search reality television show which aired on Star Plus and streamed on Hotstar. Ten males and ten females live together and are judged on the basis of their performances in acting and dancing assignments, with contestants eliminated every other episode. On April 1, 2018 the male contestant that was eliminated was Ansh Bagri, and the female contestant was Lekha Prajapati.","India's Next Superstars is an Indian talent search reality television show which aired on Star Plus and streamed on Hotstar.[1]
Ten males and ten females live together and are judged on the basis of their performances in acting and dancing assignments, with contestants eliminated every other episode.",India's Next Superstars: https://en.wikipedia.org/wiki/India%27s%20Next%20Superstars,0,Which male got eliminated in india's next superstar on 1st april 2018?,Ansh Bagri
-3225724984379691389,Where was the count of monte cristo published?,0,"The Count of Monte Cristo"" was originally published in the ""Journal des Débats"" in France in 1844. And The Count of Monte Cristo English translation was first published in Volume VII of Ainsworth's Magazine. And in Japanese translation was first published in the Yorozu Chouhou news paper. There has also been a the Count of Monte Cristo comic book that was published in United States. ",The Count of Monte Cristo (French: Le Comte de Monte-Cristo) is an adventure novel written by French author Alexandre Dumas (père) completed in 1844.,"Gilberton (publisher): https://en.wikipedia.org/wiki/Gilberton%20%28publisher%29
Gankutsuou: The Count of Monte Cristo: https://en.wikipedia.org/wiki/Gankutsuou%3A%20The%20Count%20of%20Monte%20Cristo
The Count of Monte Cristo: https://en.wikipedia.org/wiki/The%20Count%20of%20Monte%20Cristo",2,Where was The Count of Monte Cristo English translation first published?,Volume VII of Ainsworth's Magazine
-1553526002861565167,Who plays cat in beauty and the beast?,0,"There were several Beauty and the Beast TV series, with different actresses playing Catherine, or Cat for short. In the 1987 CBS series, Catherine was played by American actress Linda Hamilton, who was nominated for two Golden Globe Awards and an Emmy Award for the role. In the 2012 reboot on The CW, very loosely inspired by the 1987 series, Canadian actress Kristin Kreuk played Catherine.","Beauty & the Beast is a Canadian-American science fiction police procedural television series filmed in Toronto, Canada, very loosely inspired by the 1987 CBS series of the same name, developed by Sherri Cooper-Landsman and Jennifer Levin that premiered on The CW on October 11, 2012, and ended its run on September 15, 2016.
Linda Carroll Hamilton (born September 26, 1956) is an American actress. She is best known for her portrayal of Sarah Connor in the Terminator film series and Catherine Chandler in the television series Beauty and the Beast (1987–1990), for which she was nominated for two Golden Globe Awards and an Emmy Award.
Cat is a nickname, often a short form (hypocorism of Catherine or Katherine).","Beauty & the Beast (season 1): https://en.wikipedia.org/wiki/Beauty%20%26%20the%20Beast%20%28season%201%29
Beauty & the Beast (2012 TV series): https://en.wikipedia.org/wiki/Beauty%20%26%20the%20Beast%20%282012%20TV%20series%29
Beauty and the Beast (2017 film): https://en.wikipedia.org/wiki/Beauty%20and%20the%20Beast%20%282017%20film%29
Beauty and the Beast (musical): https://en.wikipedia.org/wiki/Beauty%20and%20the%20Beast%20%28musical%29
Beauty and the Beast (1987 TV series): https://en.wikipedia.org/wiki/Beauty%20and%20the%20Beast%20%281987%20TV%20series%29
Beauty & the Beast (season 2): https://en.wikipedia.org/wiki/Beauty%20%26%20the%20Beast%20%28season%202%29
List of Beauty & the Beast (2012 TV series) characters: https://en.wikipedia.org/wiki/List%20of%20Beauty%20%26%20the%20Beast%20%282012%20TV%20series%29%20characters
Beauty and the Beast: https://en.wikipedia.org/wiki/Beauty%20and%20the%20Beast",3,Who plays Catherine in the 1987 beauty and the beast tv series?,"Linda Carroll Hamilton, Linda Hamilton"
4137362954133311013,Who won season 26 of the amazing race?,0,"Blind date couple Laura Pierson & Tyler Adams, known as ""Team SoCal,"" were the winners of the 26th season of ""The Amazing Race"", an American reality television show where contestants competed for a million dollars. .","The Amazing Race 26 is the twenty-sixth installment of the American reality television show The Amazing Race. In this installment, eleven teams of dating couples (six existing couples and five blind date teams who met for the first time at the start of The Amazing Race) competed in a race around the world for a US$1 million grand prize.",The Amazing Race 26: https://en.wikipedia.org/wiki/The%20Amazing%20Race%2026,0,What were the names of the people who won season 26 of The Amazing Race?,Laura Pierson & Tyler Adams
449370609603105131,Who sings better than i in joseph king of dreams?,1,"""You Know Better Than I"", is the signature song from the 2000 direct-to-video film Joseph: King of Dreams. It is performed by the character Joseph, and was written by John Bucchino. David Campbell, an Australian singer, stage performer and television presenter, sings the song.","""You Know Better Than I"" (aka ""Better Than I"") is the signature song from the 2000 direct-to-video film Joseph: King of Dreams. It is performed by Joseph (David Campbell), and was written by John Bucchino.
David Joseph Campbell OAM (born 6 August 1973) is an Australian singer, stage performer and television presenter. He is the son of singer Jimmy Barnes.[1]","David Campbell (composer): https://en.wikipedia.org/wiki/David%20Campbell%20%28composer%29
Joseph: King of Dreams: https://en.wikipedia.org/wiki/Joseph%3A%20King%20of%20Dreams
You Know Better Than I: https://en.wikipedia.org/wiki/You%20Know%20Better%20Than%20I
David Campbell (singer): https://en.wikipedia.org/wiki/David%20Campbell%20%28singer%29",1,Who is the artist that sings better than i in joseph king of dreams?,David Campbell
3127369420834732535,When did the last season of jersey shore air?,0,"The American reality television series Jersey shores aired from December 3, 2009, to December 20, 2012, in the United States. The fourth season aired from August 4, 2011 to October 20, 2011. Season 5 aired from January 5, 2012 to March 15, 2012 and the last season 6 aired from October 4, 2012 to December 20, 2012.","Filming went from May to June 20, 2011[64] and the fourth season premiered on August 4, 2011. The fourth season aired for 12 episodes and finished airing on October 20, 2011...It premiered on January 5, 2012 and follows the cast returning to Seaside Heights, New Jersey after spending the fourth season in Italy.

Jersey Shore is an American reality television series that ran on MTV from December 3, 2009, to December 20, 2012, in the United States.",Jersey Shore (TV series): https://en.wikipedia.org/wiki/Jersey%20Shore%20%28TV%20series%29,2,When did season 5 of jersey shore first air?,"January 5, 2012"
-196855123397981737,Who took control of the italian government in 1922?,1,"In 1922, the National Fascist Party, the faction of the Italian fascists, and leader and prime minister Benito Mussolini took control of the Italian government. The Kingdom of Italy was governed by the National Fascist Party, an Italian political party created by Benito Mussolini, from 1922 to 1943 with Benito Mussolini as prime minister.","The National Fascist Party (Italian: Partito Nazionale Fascista, PNF) was an Italian political party, created by Benito Mussolini as the political expression of Italian Fascism and as a reorganization of the previous Italian Fasces of Combat.
The Kingdom of Italy was governed by the National Fascist Party from 1922 to 1943 with Benito Mussolini as prime minister.",Fascist Italy (1922–1943): https://en.wikipedia.org/wiki/Fascist%20Italy%20%281922%E2%80%931943%29,3,Who is the party that took control of the italian government in 1922?,"National Fascist Party, PNF, Partito Nazionale Fascista"
4793051837620109113,What kind of fish is in filet o fish?,1,"The Filet-O-Fish is a fish sandwich sold by the international fast food restaurant chain McDonald's. Alaska pollock is commonly used in the fast food industry in products such as McDonald's Filet-O-Fish sandwich and Fish McBites. The US Filet-O-Fish contains a battered, fried fish fillet made from Alaska pollock. In the Republic of Ireland either Hoki or Alaska Pollock may be served. In New Zealand and the United Kingdom Filet-O-Fish contains Hoki instead of Alaska Pollock.","Alaska pollock is commonly used in the fast food industry in products such as McDonald's Filet-O-Fish sandwich and Fish McBites,[38] Arby's Classic Fish sandwich,[39] Long John Silver's Baja Fish Taco,[40] Birds Eye's Fish Fingers in Crispy Batter,[41] Burger King's Big Fish Sandwich[42] and Captain D's Seafood Kitchen.[43]
The Filet-O-Fish is a fish sandwich sold by the international fast food restaurant chain McDonald's.[1]","Alaska pollock: https://en.wikipedia.org/wiki/Alaska%20pollock
Talk:Alaska pollock: https://en.wikipedia.org/wiki/Talk%3AAlaska%20pollock
Filet-O-Fish: https://en.wikipedia.org/wiki/Filet-O-Fish",0,"What kind of fish is in filet o fish in the UK , New Zealand?",hoki
1055955519640705637,When is the next governor election in mississippi?,0,"The 2023 Mississippi gubernatorial election will take place on November 7, 2023, to choose the governor of Mississippi. Gubernatorial elections are held every 4 years, most recently on November 5, 2019, when Jonathon Reeves, Mississippi's current governor, was elected. The election typically takes place in November. For example, the 2015 election was on November 3, 2015, the 2011 election was on November 8, 2011, and the 2007 election was on November 6, 2007.","Gubernatorial elections are held every 4 years, most recently in 2019, together with general elections for all members of the state legislature.
The 2019 Mississippi gubernatorial election took place on November 5, 2019, to choose the next Governor of Mississippi.
Jonathon Tate Reeves (born June 5, 1974) is an American politician serving as the 65th and current governor of Mississippi since 2020.
The 2023 Mississippi gubernatorial election will take place on November 7, 2023, to choose the governor of Mississippi.",Category:Mississippi gubernatorial elections: https://en.wikipedia.org/wiki/Category%3AMississippi%20gubernatorial%20elections,2,When is the 2007 governor election in mississippi?,"November 6, 2007"
6087617540935009990,When does halley's comet come back around?,1,"Halley's Comet or Comet Halley, officially designated 1P/Halley, is a short-period comet visible from Earth every 75–76 years. Halley last appeared in the inner parts of the Solar System in 1986 and will come back around in mid-2061 to 2062.","Halley's Comet or Comet Halley, officially designated 1P/Halley,[2] is a short-period comet visible from Earth every 75–76 years.[2][10][11][12]
Halley last appeared in the inner parts of the Solar System in 1986 and will next appear in mid-2061.[14]",Halley's Comet: https://en.wikipedia.org/wiki/Halley%27s%20Comet,0,In what year will Halley's comet come back around?,mid-2061 to 2062
506938807337302957,Who is fifa and how many member countries do they have?,1,"FIFA, the Fédération Internationale de Football Association or the International Federation of Association Football, is a non-profit organization that describes itself as an international governing body of association football, futsal, and beach football. Besides its worldwide institutions, there are six confederations recognized by FIFA which oversee the game in the different continents and regions of the world. In total, FIFA recognizes 211 national associations and their associated men's national teams as well as 129 women's national teams.","FIFA (/ˈfiːfə/ French: Fédération Internationale de Football Association, English: International Federation of Association Football) is a non-profit organization that describes itself as an international governing body of association football, futsal, and beach football.
Besides its worldwide institutions, there are six confederations recognized by FIFA which oversee the game in the different continents and regions of the world.
In total, FIFA recognizes 211 national associations and their associated men's national teams as well as 129 women's national teams; see the list of national football teams and their respective country codes.","List of FIFA country codes: https://en.wikipedia.org/wiki/List%20of%20FIFA%20country%20codes
FIFA: https://en.wikipedia.org/wiki/FIFA",1,How many member countries are in the FIFA?,211
-8308194152547313994,Where does implantation of the fertilized ovum usually occur?,0,"The implantation of a fertilized ovum occurs in the uterine lining. The fundus in the uterus is where in the human body a fertilized ovum is usually implanted, and a female is considered to be pregnant.","In humans, implantation is the stage of human reproduction at which the embryo adheres to the wall of the uterus. At this stage of prenatal development, the conceptus is called a blastocyst. Once this adhesion is successful, the female is considered to be pregnant and the embryo will receive oxygen and nutrients from the mother in order to grow.",Implantation (human embryo): https://en.wikipedia.org/wiki/Implantation%20%28human%20embryo%29,0,Where does implantation of a fertilized ovum occur?,uterine lining
3421083040429613594,Who sang the song i'm coming out?,0,"""I'm Coming Out"" is a 1980 song recorded by American singer Diana Ross. In 2003, American singer Amerie sang an official cover of ""I'm Coming Out"" for the soundtrack to the film ""Maid in Manhattan"".","""I'm Coming Out"" is a song recorded by American singer Diana Ross. It was written and produced by Chic members Bernard Edwards and Nile Rodgers, and released on August 22, 1980, as the second single from Ross' self-titled tenth album Diana (1980).",I'm Coming Out: https://en.wikipedia.org/wiki/I%27m%20Coming%20Out,0,"Who originally sang ""I'm Coming Out""?",Diana Ross
-7700162683345248054,What is the name of the stadium where the carolina panthers play?,0,"The Carolina Panthers are a professional American football team based in Charlotte, North Carolina. The Panthers compete in the National Football League (NFL), as a member club of the league's National Football Conference (NFC) South division. The team has been headquartered at Bank of America Stadium in Uptown Charlotte; the stadium also serves as the team's home field since 1996. During their first season, the Panthers played at Memorial Stadium in Clemson, South Carolina, while the Uptown Charlotte stadium was still under construction.","The Carolina Panthers are a professional American football team based in Charlotte, North Carolina. The Panthers compete in the National Football League (NFL), as a member club of the league's National Football Conference (NFC) South division. The team is headquartered in Bank of America Stadium in Uptown Charlotte; the stadium also serves as the team's home field.","Bank of America Stadium: https://en.wikipedia.org/wiki/Bank%20of%20America%20Stadium
Carolina Panthers: https://en.wikipedia.org/wiki/Carolina%20Panthers",0,What is the name of the stadium for the Carolina Panthers?|What is the name of the stadium for the Charlotte MLS team?|What is the name of the stadium the Carolina Panthers usually play in?|What is the name of the stadium where the carolina panthers have played since 1996?,"The B of A, Bank of America Stadium, The Bank, The Vault, The BOA"
5325575868986432678,When is the last time georgia bulldogs won the sec championship?,1,"The Georgia Bulldogs football team, from the University of Georgia, compete in the Football Bowl Subdivision of the National Collegiate Athletic Association, and the Eastern Division of the Southeastern Conference, or SEC. The Bulldogs have won the SEC Championship Game multiple times, more recently on December 2, 2017 and December 3, 2005.","The SEC Championship Game is an annual American football game that has determined the Southeastern Conference's season champion since 1992.
While ten SEC members have played in the game, only six have won: Florida, Georgia, and Tennessee of the East Division, and Alabama, Auburn, and LSU of the West Division. Each of these teams has won the championship multiple times.
The Georgia Bulldogs football program represents the University of Georgia in the sport of American football. The Bulldogs compete in the Football Bowl Subdivision (FBS) of the National Collegiate Athletic Association (NCAA) and the Eastern Division of the Southeastern Conference (SEC).",SEC Championship Game: https://en.wikipedia.org/wiki/SEC%20Championship%20Game,5,"As of 2015, when was the last time the Georgia Bulldogs won the SEC championship?",2005
-1476676258276629330,When did the us start using zip codes?,1,"The USPS started utilizing zip codes on July 1, 1963 and the extended zip code plus 4 digits in 1983.",[NO_KNOWLEDGE_AVAILABLE],ZIP Code: https://en.wikipedia.org/wiki/ZIP%20Code,0,When did the USPS start using zip codes?,1963
1619444018488150952,When did texas become part of united states?,0,"The Texas annexation was the 1845 annexation of the Republic of Texas into the United States of America. Texas was admitted to the Union as the 28th state on December 29, 1845. Texas City, TX incorporated as part of the United States in 1911 with a mayor and commission form of government. Texas County, OK was formed at Oklahoma statehood on 16 November 1907, from the central one-third of ""Old Beaver County"". Texas County, Missouri was originally created in 1843, but was later organized on February 14, 1845, when it also was renamed for the Republic of Texas.","The Texas annexation was the 1845 annexation of the Republic of Texas into the United States of America. Texas was admitted to the Union as the 28th state on December 29, 1845.
Texas County was formed at Oklahoma statehood (November 16, 1907) from the central one-third of ""Old Beaver County"".
Texas County was originally created in 1843 and named for William H. Ashley, the first lieutenant governor of Missouri. It was later organized on February 14, 1845, when it was also renamed for the Republic of Texas.
Texas City incorporated in 1911 with a mayor and commission form of government. ","Texas: https://en.wikipedia.org/wiki/Texas
Texas annexation: https://en.wikipedia.org/wiki/Texas%20annexation",1,"When did texas county, Missouri become part of united states by changing its name to Texas?","February 14, 1845"
1079593365333531395,Who the female singer on gimme shelter?,1,"""Gimme Shelter"" is the opening song to the 1969 album Let It Bleed by the Rolling Stones which features guest vocals by Merry Clayton, recorded at a last-minute late-night recording session during the mixing phase, arranged by her friend and record producer Jack Nitzsche. The female contributor to the song live is Lisa Fischer, the only woman to appear in all their tours since 1989. The song is on Rolling Stone's 500 Greatest Songs of All Time list, and is also the 34th best ranked song on critics' all-time lists according to Acclaimed Music.  ","""Gimme Shelter"" is the opening track to the 1969 album Let It Bleed by the Rolling Stones. Greil Marcus, writing in the unaffiliated Rolling Stone magazine at the time of its release, praised the song, stating that the band has ""never done anything better"".
It is on Rolling Stone's 500 Greatest Songs of All Time list, and is also the 34th best ranked song on critics' all-time lists according to Acclaimed Music.","Merry Clayton: https://en.wikipedia.org/wiki/Merry%20Clayton
Lisa Fischer: https://en.wikipedia.org/wiki/Lisa%20Fischer
Gimme Shelter: https://en.wikipedia.org/wiki/Gimme%20Shelter",0,Who was the female singer on the recorded version of Gimme Shelter?,Merry Clayton
2839575687915350171,When is the next series of the 100 coming out?,0,"""The 100"" is an American post-apocalyptic science fiction drama television series that premiered on March 19, 2014, on The CW and ended on September 30, 2020. Season 2 first aired on October 22, 2014. Season 3 first aired on January 21, 2016. Season 4 first aired on February 1, 2017.","The 100 (pronounced The Hundred [2]) is an American post-apocalyptic science fiction drama television series that premiered on March 19, 2014, on The CW and ended on September 30, 2020.","The 100 (TV series): https://en.wikipedia.org/wiki/The%20100%20%28TV%20series%29
The 100 (novel series): https://en.wikipedia.org/wiki/The%20100%20%28novel%20series%29",2,When is the next season of the tv series the 100 coming out in late October??,"October 22, 2014"
-7293236077665799464,When was the this is it tour supposed to start?,0,"The 50-concert run for Michael Jackson's This Is It tour was originally slated to start on July 8, 2009, but later it was announced that the first concert would be moved to July 13, 2009. Sadly, the tour never took place because Jackson died on June 25, 2009.","This Is It was a planned concert residency by American pop singer Michael Jackson slated to take place at the O2 Arena, in London, between July 13, 2009 and March 6, 2010.
However, the concerts never took place, as Jackson died on June 25, 2009.
On May 20, it was announced that the first concert would be pushed back five days to July 13 and three other July dates would be reslated for March 2010.",This Is It (concert residency): https://en.wikipedia.org/wiki/This%20Is%20It%20%28concert%20residency%29,0,When was the this is it tour originally supposed to start?,"July 8, 2009"
-5116644172939113883,Who raps in the gorillaz song clint eastwood?,0,"In the song Clint Eastwood by the Gorillaz, the verses are rapped by Del the Funky Homosapien, given name Teren Delvon Jones, also known as Sir DZL. In the alternative version of the song, British hip hop group Phi Life Cypher raps the verses. There are also instances where alternative rappers were used, like De La Soul and Bootie Brown for the 2005 Demon Days tour.","Some of the single releases featured an alternative version of the song which featured British hip hop group Phi Life Cypher, who also feature on the group's B-side ""The Sounder"".
For the 2005 Demon Days tour, a version of the song featuring De La Soul and Bootie Brown, who have also appeared in ""Feel Good Inc."", ""Superfast Jellyfish"" and ""Dirty Harry"", was written and recorded.",Clint Eastwood (song): https://en.wikipedia.org/wiki/Clint%20Eastwood%20%28song%29,0,"Who raps in the original gorillaz song clint eastwood?|What is the rap name of  the person who does the rapping in the Gorillaz song ""Clint Eastwood""?|What is the stylized name of the rapper in the Gorillaz' song Clint Eastwood?","Del the Funky Homosapien, Del Tha Funkee Homosapien"
-8462692485910317113,Which term refers to linking a currency value to the value of gold?,1,"""Gold standard"" is the term that refers to linking a currency's value to only the value of gold, while ""fixed exchange rate"" is the term that refers to linking it to the value of gold or to another currency or basket of currencies. A fixed exchange rate is also sometimes called a pegged exchange rate.",[NO_KNOWLEDGE_AVAILABLE],"Fixed exchange rate system: https://en.wikipedia.org/wiki/Fixed%20exchange%20rate%20system
Gold standard: https://en.wikipedia.org/wiki/Gold%20standard",1,Which term only refers to linking a currency value to the value of gold?,gold standard
1235161718576553304,Who won the womens world cup in 2015?,1,"The 2015 FIFA Women's World Cup Final was a women's association football match that took place on 5 July 2015 in Canada. The United States won against Japan 5–2, winning its first title in 16 years and becoming the first team to win three Women's World Cup finals. The 2015 FIVB Volleyball Women's World Cup was played from August 22 to September 6 in Japan. China secured the country's fourth title with 10 victories and only 1 loss.",[NO_KNOWLEDGE_AVAILABLE],"2015 FIFA Women's World Cup: https://en.wikipedia.org/wiki/2015%20FIFA%20Women%27s%20World%20Cup
2015 FIVB Volleyball Women's World Cup: https://en.wikipedia.org/wiki/2015%20FIVB%20Volleyball%20Women%27s%20World%20Cup
2015 FIFA Women's World Cup Final: https://en.wikipedia.org/wiki/2015%20FIFA%20Women%27s%20World%20Cup%20Final",0,Who won the FIFA women's world cup in 2015?,United States
3732271477097013037,When was the statue of zeus at olympia destroyed?,1,"The statue of Zeus at Olympia was destroyed in approximately the 5th century AD, though Lucian of Samosata implied it was in the later 2nd century. According to Byzantine historian Georgios Kedrenos, it was destroyed in the great fire of the Palace of Lausus in 475 AD. Alternatively, if it was destroyed along with the temple when the temple was severely damaged by fire, it was destroyed in 425 AD.",[NO_KNOWLEDGE_AVAILABLE],Statue of Zeus at Olympia: https://en.wikipedia.org/wiki/Statue%20of%20Zeus%20at%20Olympia,2,"Alternatively, if desroyed along with the temple, when was the statue of zeus at olympia destroyed?",425 AD
-1217712158413261548,What process releases nitrogen gas into the atmosphere?,0,"The nitrogen cycle takes place in the atmosphere, on land and in aquatic environments. The conversion of nitrogen can be carried out through both biological and physical processes. Important processes in the nitrogen cycle include fixation, ammonification, nitrification, and denitrification. The last process, denitrification, is the part of the cycle that actually releases  nitrogen gas (N) back into the atmosphere.",[NO_KNOWLEDGE_AVAILABLE],"Denitrification: https://en.wikipedia.org/wiki/Denitrification
Nitrogen cycle: https://en.wikipedia.org/wiki/Nitrogen%20cycle
Denitrifying bacteria: https://en.wikipedia.org/wiki/Denitrifying%20bacteria",0,What is the main process releases nitrogen gas into the atmosphere?,Nitrogen cycle
-5824981188987986100,Who won britain's got talent series 8?,1,"Britain's Got Talent Series 8 was won by boy band Collabro, consisting of Thomas J. Redgrave, Michael Auger, Jamie Lambert, Richard Hadfield, and Matthew Pagan. Collabro is a UK-based musical theatre group. In the series, opera singer Lucy Kay came in second, and rapper duo Bars & Melody placed third.","Collabro is a UK-based musical theatre group and winners of the eighth series of Britain's Got Talent in 2014. The group consists of Michael Auger, Jamie Lambert, Matthew Pagan and Thomas J. Redgrave, and previously, Richard Hadfield until his departure from the band in June 2016.","Britain's Got Talent (series 8): https://en.wikipedia.org/wiki/Britain%27s%20Got%20Talent%20%28series%208%29
Britain's Got Talent: https://en.wikipedia.org/wiki/Britain%27s%20Got%20Talent",3,Which people won britain's got talent series 8?,"Thomas J. Redgrave, Michael Auger, Jamie Lambert, Richard Hadfield, Matt Pagan"
3739207328084591039,Who made the song my achy breaky heart?,0,"""Achy Breaky Heart"" is a song written in 1990 by Don Von Tress. Originally published in a recording by The Marcy Brothers under the title ""Don't Tell My Heart"" in 1991. It was later recorded by Billy Ray Cyrus by record label PolyGram and Mercury and produced by Joe Scaife and Jim Cotton in 1992. ",[NO_KNOWLEDGE_AVAILABLE],Achy Breaky Heart: https://en.wikipedia.org/wiki/Achy%20Breaky%20Heart,4,"What record label made the song achy breaky heart, released in 1992?","PolyGram and Mercury, PolyGram, Mercury"
-945008107596813379,Who did we fight against in world war 2?,1,"The Tripartite Pact, also known as the Berlin Pact, was an agreement between Germany, Italy, and Japan signed in Berlin on 27 September 1940. The Axis powers, originally called the Rome–Berlin Axis, was a military coalition that fought in World War II against the Allies, and the United States.","The Tripartite Pact, also known as the Berlin Pact, was an agreement between Germany, Italy, and Japan signed in Berlin on 27 September 1940 by, respectively, Joachim von Ribbentrop, Galeazzo Ciano and Saburō Kurusu.
The Axis powers,[nb 1] originally called the Rome–Berlin Axis,[1] was a military coalition that fought in World War II against the Allies.","Military history of the United States during World War II: https://en.wikipedia.org/wiki/Military%20history%20of%20the%20United%20States%20during%20World%20War%20II
World War II: https://en.wikipedia.org/wiki/World%20War%20II
Soviet Union in World War II: https://en.wikipedia.org/wiki/Soviet%20Union%20in%20World%20War%20II",0,What countries that were part of the Tripartite Pact did the US fight against in World War 2?,"Germany, Italy, and Japan"
5733209654758497457,Where did the hemlock wooly adelgid come from?,0,"The hemlock woolly adelgid is an insect of the order Hemiptera native to East Asia. It feeds by sucking sap from hemlock and spruce trees. They were accidentally introduced to North America from Japan. They were first found in the eastern United States near Richmond, Virginia, in 1951.",[NO_KNOWLEDGE_AVAILABLE],Hemlock woolly adelgid: https://en.wikipedia.org/wiki/Hemlock%20woolly%20adelgid,1,Where did the hemlock wooly adelgid come to North America from?,Japan
